Number,Date,Text
158,2020-09-01,To be fair to him @susannareid100 and @piersmorgan Covid was one of 3 things on my Dad's death certificate but I have seen no evidence of a test. He had dementia and was probably very confused and scared when we couldn't visit him in his care home.
159,2020-09-01,Quarter of Covid victims in England and Wales have dementia – study. MyCognition research reveals link of #cognition to our immune system and inflammatory disorders like dementia. 
160,2020-09-01,"My grandmother REALLY believes a COVID vaccine will be just an excuse to implant a tracking chip into everyone. She told my mom this, so my mom said, “You’re 88! Where are you going that you don’t want to be tracked?” Gram does not have dementia. She’s just been brainwashed."
161,2020-09-01,"If he is battling dementia, as televised speeches have shown, he will only decline if he Contracts covid 19. If he were my dad I'd never subject him to this political circus 😥😪 God forgive his family."
162,2020-09-01,"My grandma died at 98 years from dementia, but she had also contracted #COVID19, a week before her death. So according to @GovInslee her death is from #COVID, not the disease that was taking her life slowly for the last 5 years. Our government is lying to destroy us."
163,2020-08-31,"My grandmother passed away today. I will not be streaming on @Twitch this evening. She had #dementia. But tested positive for COVID and was moved to an isolation unit in her nursing home. She passed away within 24-hours. I loved her, very much!"
164,2020-08-31,"Get us back into our loved ones in the care homes, my mum has aggressive dementia I’ve not hugged her since lockdown. She’s dying of loneliness not covid same as all the other residents. They are human beings with feelings , let us in 😡"
165,2020-08-31,"My mom’s best friend died a few months ago -she had dementia and then had covid. My mom didn’t tell me, I found out from my sister."
166,2020-08-31,...while short-staffed because so many of them also contracted COVID? And my grandpa was in the dementia unit. How do you care for elderly patients w/out their full mental capacities in that situation? COVID killed my grandfather.
167,2020-08-31,My grandfather passed away in May. Suffered from dementia for over a year and had had 3 open heart surgeries in past 2 years. New Jersey considered him Covid death. 
168,2020-08-31,Thank you to my amazing team for all that you do! 💜 #MoreThanCare #elderly #elderlycare #seniorcare #healthcare #seniorliving #homecare #care #health #love #eldercare #dementia #family #caregiving #covid #caregiver #aging #dementiacare #alzheimers #caregivers #community #life
169,2020-08-31,My thought was more Person A with dementia gets 0.1% because they were going to pass away anyways. A person in their 30s with no prior sickness 95%-100% Etc. We add up all the different percentages and take the average over total deaths due to covid. What is the percentage?
170,2020-08-31,I know I've posted this before but I'm going to say it again. If there is a silver lining to covid it's insurance allowing telehealth visits for routine things. My Mom is 24 hr O2 and dementia. Doing her appointments for routine RX refills is so much easier with telehealth. 👍👍
171,2020-08-31,Ur a sheep my aunt died of dementia had been giving 6 months to live prior to covid . She died was tested found to have covid listed as a covid death .
172,2020-08-31,"I certainly understand. My 94-year-old FIL has early signs of dementia.Repeats a lot of the same things,but I’m happy to listen to his stories over and  over again.Growing old sucks in so many ways especially now with Covid when we can’t be with our loved ones and they can’t be with us"
173,2020-08-31,Please pray that I can do what’s right for my mother’s fur baby. She has dementia and forgets everyone’s name but his. He is in his last few days and I can’t decide if I should put him to sleep and risk getting Covid and passing it to her or waiting for him to die at home.
174,2020-08-31,IKR to make matters worse every time I sneeze or blow my stuffy nose hubby freaks out the one thing that has sunk in past his dementia is the fear of covid so if I sneeze I get sprayed with Lysol it is almost funny he sneaks' up on me and sprays me 🙄
175,2020-08-31,Totally understand. My mother had Alzheimer’s dementia and unfortunately passed away from COVID-19 in April. I was fortunate to have the support of Shuhala Abbas over the phone. We need more bilingual support in the community.
176,2020-08-31,"After surgery in 2019, HC glucose was low. HC was save fr led drug war inside intravenous & insulin injection from enemy in hospital. Led drug war effect include dementia  and  lost memory. HC recovery amid covid-19. @drsanjaygupta @AC360 @donlemon @HalaGorani @camanpour @cnni @CNN"
177,2020-08-31,"I have lost my job, I have lost loved ones who contracted this disease, and guess what? The virus didn't even affect her, she just died from her dementia around the time she got it. Still counted as a covid-19 death. I liked to joke it was 180,000-1 because I knew that wasn't why"
178,2020-08-31,2/ as being there. Just smells & flavors are missing But my 95yr old mom just went in2 a nursing home 4 dementia when Covid hit. I didn't have what it takes anymore 2 do all the things healthies demanded of me. Covid stopped that.They move as slow as me now 😏kinda💞🦠《Covid
179,2020-08-31,"You people are reassuring me. My mother also has dementia and I can't visit her since COVID, so I don't know what she thinks of all this. I am hoping she votes straight D based on lifelong habit."
180,2020-08-31,"Hardly anybody, including myself for my mother with dementia and now appears not to recognize me anymore. The rules are so restrictive for visiting. Still have to make appointments, not allowed on her floor, and be 6 ft apart with covid testing."
181,2020-08-31,"My grandmother is a resident at Sutton Park aged care facility due to her dementia. An outbreak started 3 weeks ago, residents were separated. An outbreak occurred in the ‘non covid’ half of the facility  and  residents were not moved. Now my grandmother has covid"
182,2020-08-30,"In sadder news, I went to visit my grandmother today and she doesn’t know me anymore. It’s cool, it’s fine. I knew it was coming. Covid sort of expedited the process. But fuck. Dementia is the worst."
183,2020-08-30,"My elderly Mum tested positive in day 22, it took her a while to recover and negatively affect her dementia long term, she still struggles with fatigue. Yes, she is elderly, yes she has other conditions, but also yes, Covid can last for over 28 days, especially in the elderly."
184,2020-08-30,"Well that and the fact that they included 20k heart attacks (with Covid) and 23k with Alzheimer’s and vascular dementia 14,053 had sepsis 7,415 had malignant neoplasms (cancer) And my favorite: 5,133 due to Intentional and unintentional injury, poisoning and other adverse events"
